"run_order","package","module","section","table","group","name","file","units","description","optional","key"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Age0to14","azone_hh_pop_by_age.csv","PRSN","Household (non-group quarters) population in 0 to 14 year old age group",FALSE,"Year::Azone::Age0to14"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Age15to19","azone_hh_pop_by_age.csv","PRSN","Household (non-group quarters) population in 15 to 19 year old age group",FALSE,"Year::Azone::Age15to19"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Age20to29","azone_hh_pop_by_age.csv","PRSN","Household (non-group quarters) population in 20 to 29 year old age group",FALSE,"Year::Azone::Age20to29"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Age30to54","azone_hh_pop_by_age.csv","PRSN","Household (non-group quarters) population in 30 to 54 year old age group",FALSE,"Year::Azone::Age30to54"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Age55to64","azone_hh_pop_by_age.csv","PRSN","Household (non-group quarters) population in 55 to 64 year old age group",FALSE,"Year::Azone::Age55to64"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Age65Plus","azone_hh_pop_by_age.csv","PRSN","Household (non-group quarters) population in 65 or older age group",FALSE,"Year::Azone::Age65Plus"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","AveHhSize","azone_hhsize_targets.csv","PRSN/HH","Average household size of households (non-group quarters)",FALSE,"Year::Azone::AveHhSize"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","Prop1PerHh","azone_hhsize_targets.csv","proportion of households","Proportion of households (non-group quarters) having only one person",FALSE,"Year::Azone::Prop1PerHh"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","GrpAge0to14","azone_gq_pop_by_age.csv","PRSN","Group quarters population in 0 to 14 year old age group",FALSE,"Year::Azone::GrpAge0to14"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","GrpAge15to19","azone_gq_pop_by_age.csv","PRSN","Group quarters population in 15 to 19 year old age group",FALSE,"Year::Azone::GrpAge15to19"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","GrpAge20to29","azone_gq_pop_by_age.csv","PRSN","Group quarters population in 20 to 29 year old age group",FALSE,"Year::Azone::GrpAge20to29"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","GrpAge30to54","azone_gq_pop_by_age.csv","PRSN","Group quarters population in 30 to 54 year old age group",FALSE,"Year::Azone::GrpAge30to54"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","GrpAge55to64","azone_gq_pop_by_age.csv","PRSN","Group quarters population in 55 to 64 year old age group",FALSE,"Year::Azone::GrpAge55to64"
1,"VESimHouseholds","CreateHouseholds","Inp","Azone","Year","GrpAge65Plus","azone_gq_pop_by_age.csv","PRSN","Group quarters population in 65 or older age group",FALSE,"Year::Azone::GrpAge65Plus"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Azone","","ID","",FALSE,"Year::Azone::Azone"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Marea","","ID","",FALSE,"Year::Azone::Marea"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Age0to14","","PRSN","",FALSE,"Year::Azone::Age0to14"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Age15to19","","PRSN","",FALSE,"Year::Azone::Age15to19"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Age20to29","","PRSN","",FALSE,"Year::Azone::Age20to29"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Age30to54","","PRSN","",FALSE,"Year::Azone::Age30to54"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Age55to64","","PRSN","",FALSE,"Year::Azone::Age55to64"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Age65Plus","","PRSN","",FALSE,"Year::Azone::Age65Plus"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","AveHhSize","","PRSN/HH","",FALSE,"Year::Azone::AveHhSize"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","Prop1PerHh","","proportion of households","",FALSE,"Year::Azone::Prop1PerHh"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","GrpAge0to14","","PRSN","",FALSE,"Year::Azone::GrpAge0to14"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","GrpAge15to19","","PRSN","",FALSE,"Year::Azone::GrpAge15to19"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","GrpAge20to29","","PRSN","",FALSE,"Year::Azone::GrpAge20to29"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","GrpAge30to54","","PRSN","",FALSE,"Year::Azone::GrpAge30to54"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","GrpAge55to64","","PRSN","",FALSE,"Year::Azone::GrpAge55to64"
1,"VESimHouseholds","CreateHouseholds","Get","Azone","Year","GrpAge65Plus","","PRSN","",FALSE,"Year::Azone::GrpAge65Plus"
1,"VESimHouseholds","CreateHouseholds","Set","Azone","Year","NumHh","","HH","Number of households (non-group quarters)",FALSE,"Year::Azone::NumHh"
1,"VESimHouseholds","CreateHouseholds","Set","Azone","Year","NumGq","","PRSN","Number of people in non-institutional group quarters",FALSE,"Year::Azone::NumGq"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","HhId","","ID","Unique household ID",FALSE,"Year::Household::HhId"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Azone","","ID","Azone ID",FALSE,"Year::Household::Azone"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Marea","","ID","Marea ID",FALSE,"Year::Household::Marea"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","HhSize","","PRSN","Number of persons",FALSE,"Year::Household::HhSize"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Age0to14","","PRSN","Persons in 0 to 14 year old age group",FALSE,"Year::Household::Age0to14"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Age15to19","","PRSN","Persons in 15 to 19 year old age group",FALSE,"Year::Household::Age15to19"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Age20to29","","PRSN","Persons in 20 to 29 year old age group",FALSE,"Year::Household::Age20to29"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Age30to54","","PRSN","Persons in 30 to 54 year old age group",FALSE,"Year::Household::Age30to54"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Age55to64","","PRSN","Persons in 55 to 64 year old age group",FALSE,"Year::Household::Age55to64"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","Age65Plus","","PRSN","Persons in 65 or older age group",FALSE,"Year::Household::Age65Plus"
1,"VESimHouseholds","CreateHouseholds","Set","Household","Year","HhType","","category","Coded household age composition (e.g. 2-1-0-2-0-0) or Grp for group quarters",FALSE,"Year::Household::HhType"
2,"VESimHouseholds","PredictWorkers","Inp","Azone","Year","RelEmp15to19","azone_relative_employment.csv","proportion","Ratio of workers to persons age 15 to 19 in model year vs. in estimation data year",TRUE,"Year::Azone::RelEmp15to19"
2,"VESimHouseholds","PredictWorkers","Inp","Azone","Year","RelEmp20to29","azone_relative_employment.csv","proportion","Ratio of workers to persons age 20 to 29 in model year vs. in estimation data year",TRUE,"Year::Azone::RelEmp20to29"
2,"VESimHouseholds","PredictWorkers","Inp","Azone","Year","RelEmp30to54","azone_relative_employment.csv","proportion","Ratio of workers to persons age 30 to 54 in model year vs. in estimation data year",TRUE,"Year::Azone::RelEmp30to54"
2,"VESimHouseholds","PredictWorkers","Inp","Azone","Year","RelEmp55to64","azone_relative_employment.csv","proportion","Ratio of workers to persons age 55 to 64 in model year vs. in estimation data year",TRUE,"Year::Azone::RelEmp55to64"
2,"VESimHouseholds","PredictWorkers","Inp","Azone","Year","RelEmp65Plus","azone_relative_employment.csv","proportion","Ratio of workers to persons age 65 or older in model year vs. in estimation data year",TRUE,"Year::Azone::RelEmp65Plus"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Age0to14","","PRSN","",FALSE,"Year::Household::Age0to14"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Age15to19","","PRSN","",FALSE,"Year::Household::Age15to19"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Age20to29","","PRSN","",FALSE,"Year::Household::Age20to29"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Age30to54","","PRSN","",FALSE,"Year::Household::Age30to54"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Age55to64","","PRSN","",FALSE,"Year::Household::Age55to64"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Age65Plus","","PRSN","",FALSE,"Year::Household::Age65Plus"
2,"VESimHouseholds","PredictWorkers","Get","Azone","Year","RelEmp15to19","","proportion","",TRUE,"Year::Azone::RelEmp15to19"
2,"VESimHouseholds","PredictWorkers","Get","Azone","Year","RelEmp20to29","","proportion","",TRUE,"Year::Azone::RelEmp20to29"
2,"VESimHouseholds","PredictWorkers","Get","Azone","Year","RelEmp30to54","","proportion","",TRUE,"Year::Azone::RelEmp30to54"
2,"VESimHouseholds","PredictWorkers","Get","Azone","Year","RelEmp55to64","","proportion","",TRUE,"Year::Azone::RelEmp55to64"
2,"VESimHouseholds","PredictWorkers","Get","Azone","Year","RelEmp65Plus","","proportion","",TRUE,"Year::Azone::RelEmp65Plus"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","HhType","","category","",FALSE,"Year::Household::HhType"
2,"VESimHouseholds","PredictWorkers","Get","Household","Year","Azone","","ID","",FALSE,"Year::Household::Azone"
2,"VESimHouseholds","PredictWorkers","Get","Azone","Year","Azone","","ID","",FALSE,"Year::Azone::Azone"
2,"VESimHouseholds","PredictWorkers","Set","Household","Year","Wkr15to19","","PRSN","Workers in 15 to 19 year old age group",FALSE,"Year::Household::Wkr15to19"
2,"VESimHouseholds","PredictWorkers","Set","Household","Year","Wkr20to29","","PRSN","Workers in 20 to 29 year old age group",FALSE,"Year::Household::Wkr20to29"
2,"VESimHouseholds","PredictWorkers","Set","Household","Year","Wkr30to54","","PRSN","Workers in 30 to 54 year old age group",FALSE,"Year::Household::Wkr30to54"
2,"VESimHouseholds","PredictWorkers","Set","Household","Year","Wkr55to64","","PRSN","Workers in 55 to 64 year old age group",FALSE,"Year::Household::Wkr55to64"
2,"VESimHouseholds","PredictWorkers","Set","Household","Year","Wkr65Plus","","PRSN","Workers in 65 or older age group",FALSE,"Year::Household::Wkr65Plus"
2,"VESimHouseholds","PredictWorkers","Set","Household","Year","Workers","","PRSN","Total workers",FALSE,"Year::Household::Workers"
2,"VESimHouseholds","PredictWorkers","Set","Azone","Year","NumWkr","","PRSN","Number of workers residing in the zone",FALSE,"Year::Azone::NumWkr"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Age0to14","","PRSN","",FALSE,"Year::Household::Age0to14"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Age15to19","","PRSN","",FALSE,"Year::Household::Age15to19"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Age20to29","","PRSN","",FALSE,"Year::Household::Age20to29"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Age30to54","","PRSN","",FALSE,"Year::Household::Age30to54"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Age55to64","","PRSN","",FALSE,"Year::Household::Age55to64"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Age65Plus","","PRSN","",FALSE,"Year::Household::Age65Plus"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Wkr15to19","","PRSN","",FALSE,"Year::Household::Wkr15to19"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Wkr20to29","","PRSN","",FALSE,"Year::Household::Wkr20to29"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Wkr30to54","","PRSN","",FALSE,"Year::Household::Wkr30to54"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Wkr55to64","","PRSN","",FALSE,"Year::Household::Wkr55to64"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","Wkr65Plus","","PRSN","",FALSE,"Year::Household::Wkr65Plus"
3,"VESimHouseholds","AssignLifeCycle","Get","Household","Year","HhType","","category","",FALSE,"Year::Household::HhType"
3,"VESimHouseholds","AssignLifeCycle","Set","Household","Year","LifeCycle","","category","Household life cycle as defined by 2009 NHTS LIF_CYC variable",FALSE,"Year::Household::LifeCycle"
4,"VESimHouseholds","PredictIncome","Inp","Azone","Year","HHIncomePC","azone_per_cap_inc.csv","USD","Average annual per capita income of households (non-group quarters)",FALSE,"Year::Azone::HHIncomePC"
4,"VESimHouseholds","PredictIncome","Inp","Azone","Year","GQIncomePC","azone_per_cap_inc.csv","USD","Average annual per capita income of group quarters population",FALSE,"Year::Azone::GQIncomePC"
4,"VESimHouseholds","PredictIncome","Get","Azone","Year","Azone","","ID","",FALSE,"Year::Azone::Azone"
4,"VESimHouseholds","PredictIncome","Get","Azone","Year","HHIncomePC","","USD.1999","",FALSE,"Year::Azone::HHIncomePC"
4,"VESimHouseholds","PredictIncome","Get","Azone","Year","GQIncomePC","","USD.1999","",FALSE,"Year::Azone::GQIncomePC"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","Azone","","ID","",FALSE,"Year::Household::Azone"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","HhSize","","PRSN","",FALSE,"Year::Household::HhSize"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","HhType","","category","",FALSE,"Year::Household::HhType"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","Wkr15to19","","PRSN","",FALSE,"Year::Household::Wkr15to19"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","Wkr20to29","","PRSN","",FALSE,"Year::Household::Wkr20to29"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","Wkr30to54","","PRSN","",FALSE,"Year::Household::Wkr30to54"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","Wkr55to64","","PRSN","",FALSE,"Year::Household::Wkr55to64"
4,"VESimHouseholds","PredictIncome","Get","Household","Year","Age65Plus","","PRSN","",FALSE,"Year::Household::Age65Plus"
4,"VESimHouseholds","PredictIncome","Set","Household","Year","Income","","USD.1999","Total annual household (non-qroup & group quarters) income",FALSE,"Year::Household::Income"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","SFDU","bzone_dwelling_units.csv","DU","Number of single family dwelling units (PUMS codes 01 - 03) in zone",FALSE,"Year::Bzone::SFDU"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","MFDU","bzone_dwelling_units.csv","DU","Number of multi-family dwelling units (PUMS codes 04 - 09) in zone",FALSE,"Year::Bzone::MFDU"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","GQDU","bzone_dwelling_units.csv","DU","Number of qroup quarters population accommodations in zone",FALSE,"Year::Bzone::GQDU"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","HhPropIncQ1","bzone_hh_inc_qrtl_prop.csv","NA","Proportion of Bzone households (non-group quarters) in 1st quartile of Azone household income",FALSE,"Year::Bzone::HhPropIncQ1"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","HhPropIncQ2","bzone_hh_inc_qrtl_prop.csv","NA","Proportion of Bzone households (non-group quarters) in 2nd quartile of Azone household income",FALSE,"Year::Bzone::HhPropIncQ2"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","HhPropIncQ3","bzone_hh_inc_qrtl_prop.csv","NA","Proportion of Bzone households (non-group quarters) in 3rd quartile of Azone household income",FALSE,"Year::Bzone::HhPropIncQ3"
5,"VELandUse","PredictHousing","Inp","Bzone","Year","HhPropIncQ4","bzone_hh_inc_qrtl_prop.csv","NA","Proportion of Bzone households (non-group quarters) in 4th quartile of Azone household income",FALSE,"Year::Bzone::HhPropIncQ4"
5,"VELandUse","PredictHousing","Get","Azone","Year","Azone","","ID","",FALSE,"Year::Azone::Azone"
5,"VELandUse","PredictHousing","Get","Bzone","Year","Azone","","ID","",FALSE,"Year::Bzone::Azone"
5,"VELandUse","PredictHousing","Get","Bzone","Year","Bzone","","ID","",FALSE,"Year::Bzone::Bzone"
5,"VELandUse","PredictHousing","Get","Bzone","Year","HhPropIncQ1","","NA","",FALSE,"Year::Bzone::HhPropIncQ1"
5,"VELandUse","PredictHousing","Get","Bzone","Year","HhPropIncQ2","","NA","",FALSE,"Year::Bzone::HhPropIncQ2"
5,"VELandUse","PredictHousing","Get","Bzone","Year","HhPropIncQ3","","NA","",FALSE,"Year::Bzone::HhPropIncQ3"
5,"VELandUse","PredictHousing","Get","Bzone","Year","HhPropIncQ4","","NA","",FALSE,"Year::Bzone::HhPropIncQ4"
5,"VELandUse","PredictHousing","Get","Bzone","Year","SFDU","","DU","",FALSE,"Year::Bzone::SFDU"
5,"VELandUse","PredictHousing","Get","Bzone","Year","MFDU","","DU","",FALSE,"Year::Bzone::MFDU"
5,"VELandUse","PredictHousing","Get","Bzone","Year","GQDU","","DU","",FALSE,"Year::Bzone::GQDU"
5,"VELandUse","PredictHousing","Get","Household","Year","Azone","","ID","",FALSE,"Year::Household::Azone"
5,"VELandUse","PredictHousing","Get","Household","Year","HhId","","ID","",FALSE,"Year::Household::HhId"
5,"VELandUse","PredictHousing","Get","Household","Year","Income","","USD.2010","",FALSE,"Year::Household::Income"
5,"VELandUse","PredictHousing","Get","Household","Year","HhSize","","PRSN","",FALSE,"Year::Household::HhSize"
5,"VELandUse","PredictHousing","Get","Household","Year","Workers","","PRSN","",FALSE,"Year::Household::Workers"
5,"VELandUse","PredictHousing","Get","Household","Year","Age15to19","","PRSN","",FALSE,"Year::Household::Age15to19"
5,"VELandUse","PredictHousing","Get","Household","Year","Age20to29","","PRSN","",FALSE,"Year::Household::Age20to29"
5,"VELandUse","PredictHousing","Get","Household","Year","Age30to54","","PRSN","",FALSE,"Year::Household::Age30to54"
5,"VELandUse","PredictHousing","Get","Household","Year","Age55to64","","PRSN","",FALSE,"Year::Household::Age55to64"
5,"VELandUse","PredictHousing","Get","Household","Year","Age65Plus","","PRSN","",FALSE,"Year::Household::Age65Plus"
5,"VELandUse","PredictHousing","Get","Household","Year","HhType","","category","",FALSE,"Year::Household::HhType"
5,"VELandUse","PredictHousing","Set","Household","Year","HouseType","","category","Type of dwelling unit in which the household resides (SF = single family, MF = multi-family, GQ = group quarters",FALSE,"Year::Household::HouseType"
5,"VELandUse","PredictHousing","Set","Household","Year","Bzone","","ID","ID of Bzone in which household resides",FALSE,"Year::Household::Bzone"
5,"VELandUse","PredictHousing","Set","Bzone","Year","SF","","DU","Number of households living in single family dwelling units in zone",FALSE,"Year::Bzone::SF"
5,"VELandUse","PredictHousing","Set","Bzone","Year","MF","","DU","Number of households living in multi-family dwelling units in zone",FALSE,"Year::Bzone::MF"
5,"VELandUse","PredictHousing","Set","Bzone","Year","GQ","","DU","Number of persons living in group quarters in zone",FALSE,"Year::Bzone::GQ"
5,"VELandUse","PredictHousing","Set","Bzone","Year","Pop","","PRSN","Population residing in zone",FALSE,"Year::Bzone::Pop"
5,"VELandUse","PredictHousing","Set","Bzone","Year","NumHh","","HH","Number of households (non-group and group quarters) residing in zone",FALSE,"Year::Bzone::NumHh"
5,"VELandUse","PredictHousing","Set","Bzone","Year","NumWkr","","PRSN","Number of workers residing in zone",FALSE,"Year::Bzone::NumWkr"
6,"VELandUse","LocateEmployment","Inp","Bzone","Year","TotEmp","bzone_employment.csv","PRSN","Total number of jobs in zone",FALSE,"Year::Bzone::TotEmp"
6,"VELandUse","LocateEmployment","Inp","Bzone","Year","RetEmp","bzone_employment.csv","PRSN","Number of jobs in retail sector in zone",FALSE,"Year::Bzone::RetEmp"
6,"VELandUse","LocateEmployment","Inp","Bzone","Year","SvcEmp","bzone_employment.csv","PRSN","Number of jobs in service sector in zone",FALSE,"Year::Bzone::SvcEmp"
6,"VELandUse","LocateEmployment","Inp","Bzone","Year","Latitude","bzone_lat_lon.csv","NA","Latitude in decimal degrees of the centroid of the zone",FALSE,"Year::Bzone::Latitude"
6,"VELandUse","LocateEmployment","Inp","Bzone","Year","Longitude","bzone_lat_lon.csv","NA","Longitude in decimal degrees of the centroid of the zone",FALSE,"Year::Bzone::Longitude"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","Bzone","","ID","",FALSE,"Year::Bzone::Bzone"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","Azone","","ID","",FALSE,"Year::Bzone::Azone"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","Marea","","ID","",FALSE,"Year::Bzone::Marea"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","TotEmp","","PRSN","",FALSE,"Year::Bzone::TotEmp"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","RetEmp","","PRSN","",FALSE,"Year::Bzone::RetEmp"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","SvcEmp","","PRSN","",FALSE,"Year::Bzone::SvcEmp"
6,"VELandUse","LocateEmployment","Get","Azone","Year","NumWkr","","PRSN","",FALSE,"Year::Azone::NumWkr"
6,"VELandUse","LocateEmployment","Get","Household","Year","Workers","","PRSN","",FALSE,"Year::Household::Workers"
6,"VELandUse","LocateEmployment","Get","Household","Year","HhId","","ID","",FALSE,"Year::Household::HhId"
6,"VELandUse","LocateEmployment","Get","Household","Year","Bzone","","ID","",FALSE,"Year::Household::Bzone"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","Latitude","","NA","",FALSE,"Year::Bzone::Latitude"
6,"VELandUse","LocateEmployment","Get","Bzone","Year","Longitude","","NA","",FALSE,"Year::Bzone::Longitude"
6,"VELandUse","LocateEmployment","Set","Bzone","Year","TotEmp","","PRSN","Total number of jobs in zone",FALSE,"Year::Bzone::TotEmp"
6,"VELandUse","LocateEmployment","Set","Bzone","Year","RetEmp","","PRSN","Number of jobs in retail sector in zone",FALSE,"Year::Bzone::RetEmp"
6,"VELandUse","LocateEmployment","Set","Bzone","Year","SvcEmp","","PRSN","Number of jobs in service sector in zone",FALSE,"Year::Bzone::SvcEmp"
6,"VELandUse","LocateEmployment","Set","Worker","Year","HhId","","ID","Unique household ID",FALSE,"Year::Worker::HhId"
6,"VELandUse","LocateEmployment","Set","Worker","Year","WkrId","","ID","Unique worker ID",FALSE,"Year::Worker::WkrId"
6,"VELandUse","LocateEmployment","Set","Worker","Year","Bzone","","ID","Bzone ID of worker job location",FALSE,"Year::Worker::Bzone"
6,"VELandUse","LocateEmployment","Set","Worker","Year","Azone","","ID","Azone ID of worker job location",FALSE,"Year::Worker::Azone"
6,"VELandUse","LocateEmployment","Set","Worker","Year","Marea","","ID","Marea ID of worker job location",FALSE,"Year::Worker::Marea"
6,"VELandUse","LocateEmployment","Set","Worker","Year","DistanceToWork","","MI","Distance from home to work assuming location at Bzone centroid and 'Manhattan' distance",FALSE,"Year::Worker::DistanceToWork"
7,"VELandUse","AssignLocTypes","Inp","Bzone","Year","PropUrbanSFDU","bzone_urban-town_du_proportions.csv","NA","Proportion of single family dwelling units located within the urban portion of the zone",FALSE,"Year::Bzone::PropUrbanSFDU"
7,"VELandUse","AssignLocTypes","Inp","Bzone","Year","PropUrbanMFDU","bzone_urban-town_du_proportions.csv","NA","Proportion of multi-family dwelling units located within the urban portion of the zone",FALSE,"Year::Bzone::PropUrbanMFDU"
7,"VELandUse","AssignLocTypes","Inp","Bzone","Year","PropUrbanGQDU","bzone_urban-town_du_proportions.csv","NA","Proportion of group quarters accommodations located within the urban portion of the zone",FALSE,"Year::Bzone::PropUrbanGQDU"
7,"VELandUse","AssignLocTypes","Inp","Bzone","Year","PropTownSFDU","bzone_urban-town_du_proportions.csv","NA","Proportion of single family dwelling units located within the town portion of the zone",FALSE,"Year::Bzone::PropTownSFDU"
7,"VELandUse","AssignLocTypes","Inp","Bzone","Year","PropTownMFDU","bzone_urban-town_du_proportions.csv","NA","Proportion of multi-family dwelling units located within the town portion of the zone",FALSE,"Year::Bzone::PropTownMFDU"
7,"VELandUse","AssignLocTypes","Inp","Bzone","Year","PropTownGQDU","bzone_urban-town_du_proportions.csv","NA","Proportion of group quarters accommodations located within the town portion of the zone",FALSE,"Year::Bzone::PropTownGQDU"
7,"VELandUse","AssignLocTypes","Get","Marea","Year","Marea","","ID","",FALSE,"Year::Marea::Marea"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","Bzone","","ID","",FALSE,"Year::Bzone::Bzone"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","Marea","","ID","",FALSE,"Year::Bzone::Marea"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","PropUrbanSFDU","","NA","",FALSE,"Year::Bzone::PropUrbanSFDU"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","PropUrbanMFDU","","NA","",FALSE,"Year::Bzone::PropUrbanMFDU"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","PropUrbanGQDU","","NA","",FALSE,"Year::Bzone::PropUrbanGQDU"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","PropTownSFDU","","NA","",FALSE,"Year::Bzone::PropTownSFDU"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","PropTownMFDU","","NA","",FALSE,"Year::Bzone::PropTownMFDU"
7,"VELandUse","AssignLocTypes","Get","Bzone","Year","PropTownGQDU","","NA","",FALSE,"Year::Bzone::PropTownGQDU"
7,"VELandUse","AssignLocTypes","Get","Household","Year","HhId","","ID","",FALSE,"Year::Household::HhId"
7,"VELandUse","AssignLocTypes","Get","Household","Year","HouseType","","category","",FALSE,"Year::Household::HouseType"
7,"VELandUse","AssignLocTypes","Get","Household","Year","Bzone","","ID","",FALSE,"Year::Household::Bzone"
7,"VELandUse","AssignLocTypes","Get","Household","Year","HhSize","","PRSN","",FALSE,"Year::Household::HhSize"
7,"VELandUse","AssignLocTypes","Get","Household","Year","Income","","USD.2010","",FALSE,"Year::Household::Income"
7,"VELandUse","AssignLocTypes","Set","Household","Year","LocType","","category","Location type (Urban, Town, Rural) of the place where the household resides",FALSE,"Year::Household::LocType"
7,"VELandUse","AssignLocTypes","Set","Household","Year","Marea","","ID","Name of metropolitan area (Marea) that household is in or NA if none",FALSE,"Year::Household::Marea"
7,"VELandUse","AssignLocTypes","Set","Bzone","Year","UrbanPop","","PRSN","Urbanized area population in the Bzone",FALSE,"Year::Bzone::UrbanPop"
7,"VELandUse","AssignLocTypes","Set","Bzone","Year","TownPop","","PRSN","Town (i.e. urban but non-urbanized area) population in the Bzone",FALSE,"Year::Bzone::TownPop"
7,"VELandUse","AssignLocTypes","Set","Bzone","Year","RuralPop","","PRSN","Rural (i.e. not urbanized and not town) population in the Bzone",FALSE,"Year::Bzone::RuralPop"
7,"VELandUse","AssignLocTypes","Set","Marea","Year","UrbanPop","","PRSN","Urbanized area population in the Marea",FALSE,"Year::Marea::UrbanPop"
7,"VELandUse","AssignLocTypes","Set","Marea","Year","TownPop","","PRSN","Town (i.e. urban but non-urbanized area) in the Marea",FALSE,"Year::Marea::TownPop"
7,"VELandUse","AssignLocTypes","Set","Marea","Year","RuralPop","","PRSN","Rural (i.e. not urbanized and not town) population in the Marea",FALSE,"Year::Marea::RuralPop"
7,"VELandUse","AssignLocTypes","Set","Marea","Year","UrbanIncome","","USD.2010","Total household income of the urbanized area population in the Marea",FALSE,"Year::Marea::UrbanIncome"
7,"VELandUse","AssignLocTypes","Set","Marea","Year","TownIncome","","USD.2010","Total household income of the town (i.e. urban but non-urbanized area) population in the Marea",FALSE,"Year::Marea::TownIncome"
7,"VELandUse","AssignLocTypes","Set","Marea","Year","RuralIncome","","USD.2010","Total household income of the rural (i.e. not urbanized and not town) population in the Marea",FALSE,"Year::Marea::RuralIncome"
